year,MEAN_CO2,DIFF_ANNUAL_MEAN,DIFF_ANNUAL_MEAN_ERROR
2014,396.21206990111176,,
2015,398.36174469407877,2.149674792967005,
2016,401.62734243334296,3.2655977392641944,
2017,403.66785047641036,2.0405080430674047,0.09206773883444648
2018,406.0333447984051,2.3654943219947313,0.09115263800899889
2019,408.61880028364004,2.585455485234945,0.09090151902654911
2020,410.99820251733,2.379402233689973,0.09084312846738815
2021,413.18006001974084,2.1818575024108213,0.0908687368021757
2022,415.4261737419942,2.2461137222533694,0.0910268289657615
2023,417.6440312630208,2.2178575210265876,0.09161525161750664
2024,421.1348944978204,3.490863234799633,0.09379419421203843
